  0.10000E+03  0.25313E+02  0.10635E+02
  0.10193E+03  0.25381E+02  0.10673E+02
  0.10389E+03  0.25449E+02  0.10710E+02
  0.10589E+03  0.25516E+02  0.10748E+02
  0.10793E+03  0.25583E+02  0.10785E+02
  0.11001E+03  0.25650E+02  0.10822E+02
  0.11213E+03  0.25717E+02  0.10860E+02
  0.11429E+03  0.25784E+02  0.10897E+02
  0.11649E+03  0.25851E+02  0.10934E+02
  0.11873E+03  0.25918E+02  0.10971E+02
  0.12102E+03  0.25984E+02  0.11008E+02
  0.12335E+03  0.26050E+02  0.11045E+02
  0.12572E+03  0.26117E+02  0.11082E+02
  0.12814E+03  0.26183E+02  0.11119E+02
  0.13061E+03  0.26249E+02  0.11155E+02
  0.13313E+03  0.26315E+02  0.11192E+02
  0.13569E+03  0.26380E+02  0.11229E+02
  0.13831E+03  0.26446E+02  0.11265E+02
  0.14097E+03  0.26511E+02  0.11302E+02
  0.14368E+03  0.26577E+02  0.11338E+02
  0.14645E+03  0.26642E+02  0.11374E+02
  0.14927E+03  0.26707E+02  0.11411E+02
  0.15215E+03  0.26772E+02  0.11447E+02
  0.15508E+03  0.26837E+02  0.11483E+02
  0.15806E+03  0.26901E+02  0.11519E+02
  0.16111E+03  0.26966E+02  0.11555E+02
  0.16421E+03  0.27030E+02  0.11591E+02
  0.16737E+03  0.27094E+02  0.11627E+02
  0.17060E+03  0.27159E+02  0.11663E+02
  0.17388E+03  0.27223E+02  0.11699E+02
  0.17723E+03  0.27286E+02  0.11735E+02
  0.18064E+03  0.27350E+02  0.11770E+02
  0.18412E+03  0.27414E+02  0.11806E+02
  0.18767E+03  0.27477E+02  0.11841E+02
  0.19128E+03  0.27541E+02  0.11877E+02
  0.19497E+03  0.27604E+02  0.11912E+02
  0.19872E+03  0.27667E+02  0.11948E+02
  0.20255E+03  0.27730E+02  0.11983E+02
  0.20645E+03  0.27793E+02  0.12018E+02
  0.21043E+03  0.27856E+02  0.12054E+02
  0.21448E+03  0.27918E+02  0.12089E+02
  0.21861E+03  0.27981E+02  0.12124E+02
  0.22282E+03  0.28043E+02  0.12159E+02
  0.22711E+03  0.28105E+02  0.12194E+02
  0.23149E+03  0.28168E+02  0.12229E+02
